ds,trend,yhat,yhat_upper,yhat_lower,y
1973-05-24,5870.22747315547,5518.676348382111,6406.738104556629,4568.556562020121,
1973-05-25,5870.626725973075,5507.689220874984,6424.100407756395,4610.152904566189,
1973-05-26,5871.02597879068,5485.3081064055405,6449.669551466948,4439.094091989216,
1973-05-27,5871.425231608285,5453.566697312699,6337.288276481405,4534.331678279058,
1973-05-28,5871.82448442589,5415.032277425092,6347.289859079366,4587.205903703025,
1973-05-29,5872.223737243495,5372.713581552935,6335.217876635286,4403.332996556249,
1973-05-30,5872.6229900611,5329.949746821321,6350.636653851163,4388.7611953466885,
1973-05-31,5873.022242878705,5290.283848480973,6221.130188211132,4367.925876557688,
1973-06-01,5873.42149569631,5257.325069883589,6127.679821078204,4279.825423713616,
1973-06-02,5873.820748513915,5234.603988291272,6188.378081096519,4285.829994628905,
1973-06-03,5874.22000133152,5225.42575075467,6195.1329786142705,4290.817457569824,
1973-06-04,5874.619254149125,5232.726057341734,6244.511637760152,4319.624951318232,
1973-06-05,5875.018506966729,5258.934857051016,6264.496073797579,4294.222827482668,
1973-06-06,5875.417759784334,5305.852494081412,6293.478769286285,4419.225461496808,
1973-06-07,5875.817012601939,5374.542722844859,6301.6097884099645,4419.563232922445,
1973-06-08,5876.2162654195445,5465.246548013371,6447.158477791233,4555.3435108522,
1973-06-09,5876.615518237149,5577.320254205866,6456.87448123926,4647.2563340282795,
1973-06-10,5877.014771054754,5709.200285963537,6659.970382330142,4774.856301281984,
1973-06-11,5877.4140238723585,5858.396843244875,6755.798814865831,4914.662177555078,
1973-06-12,5877.8132766899635,6021.517194558243,7052.503752304561,5100.732414703651,
1973-06-13,5878.212529507568,6194.318804975442,7151.350595163914,5179.651309332489,
1973-06-14,5878.611782325173,6371.791457012155,7319.738639651617,5420.991673664196,
1973-06-15,5879.011035142778,6548.266636663944,7563.466279168147,5689.979219468466,
1973-06-16,5879.410287960383,6717.551592463468,7663.092203224317,5674.425116579998,
1973-06-17,5879.809540777988,6873.084678871796,7870.184330825245,5956.5013625381225,
1973-06-18,5880.208793595593,7008.1078913353285,7886.521120927299,6064.948451964298,
1973-06-19,5880.608046413198,7115.851910966148,8033.438550085686,6220.891533661134,
1973-06-20,5881.007299230803,7189.728520736894,8125.545230366654,6275.32069385231,
1973-06-21,5881.406552048408,7223.5249471098905,8156.526862498332,6293.46200005305,
1973-06-22,5881.805804866013,7211.594531555918,8219.499894863142,6259.040717571695,
1973-06-23,5882.205057683618,7149.038151174576,8095.779055771711,6263.460903497322,
1973-06-24,5882.604310501223,7031.870987420342,7900.503996273807,6137.4005929228115,
1973-06-25,5883.003563318827,6857.169582661426,7785.403929000986,5770.136138901117,
1973-06-26,5883.402816136432,6623.19461700356,7572.362570079262,5663.975757571124,
1973-06-27,5883.802068954037,6329.4854689874155,7251.5179423257205,5364.12172147833,
1973-06-28,5884.201321771642,5976.923375718646,6949.725071090288,5045.851393912131,
1973-06-29,5884.600574589247,5567.760859335529,6546.345021015829,4612.497409025422,
1973-06-30,5884.999827406852,5105.616013054556,6142.26594404558,4193.102314371655,
1973-07-01,5885.399080224457,4595.431214618103,5506.790835351998,3617.6167455041623,
1973-07-02,5885.798333042062,4043.396829534199,4947.8480586214455,3072.4223191225633,
1973-07-03,5886.197585859667,3456.841452077877,4434.427176030344,2571.7267932186855,
1973-07-04,5886.596838677272,2844.0911798199722,3755.142843672518,1902.547860166182,
1973-07-05,5886.996091494877,2214.3012996867556,3142.36752766477,1326.309778785967,
1973-07-06,5887.395344312482,1577.264554299266,2550.183293756951,638.2353359313349,
1973-07-07,5887.794597130087,943.2008332987143,1938.7487819726023,-52.32619255463425,
1973-07-08,5888.193849947692,322.5336755445396,1281.4624398622207,-640.7922690483323,
1973-07-09,5888.593102765296,-274.34064158315687,636.047713292451,-1193.1933298868832,
1973-07-10,5888.992355582901,-837.285421703722,95.12566933505272,-1783.6107411281441,
1973-07-11,5889.391608400506,-1356.6512152664363,-414.73720019956835,-2322.7896123499713,
1973-07-12,5889.790861218111,-1823.4928820961086,-842.4190495899899,-2799.935157661738,
1973-07-13,5890.190114035716,-2229.770382239093,-1317.2746987183987,-3214.725070446847,
1973-07-14,5890.589366853322,-2568.5280681210234,-1595.3784058205272,-3603.2083559097427,
1973-07-15,5890.988619670927,-2834.047839968889,-1922.2479503706973,-3831.714951507642,
1973-07-16,5891.387872488532,-3021.972245844062,-2171.667522754639,-4002.6139350185217,
1973-07-17,5891.787125306137,-3129.394436595583,-2133.0154257540435,-4085.118577087159,
1973-07-18,5892.186378123742,-3154.9128004794375,-2218.8685451323813,-4056.361696163425,
1973-07-19,5892.585630941346,-3098.649075507351,-2102.3960336320492,-4065.3702520769934,
1973-07-20,5892.984883758951,-2962.229741498317,-2074.4871935423243,-3934.7628546603078,
1973-07-21,5893.384136576556,-2748.731499146269,-1742.0458702118299,-3695.321551970596,
1973-07-22,5893.783389394161,-2462.59262103105,-1552.1349665804146,-3446.9967996659543,
1973-07-23,5894.182642211766,-2109.4928810948295,-1194.3792464407782,-3114.434262166723,
1973-07-24,5894.581895029371,-1696.2056081030114,-720.0650383033746,-2631.029848374275,
1973-07-25,5894.981147846976,-1230.4261409107976,-270.9263946279325,-2203.217853583836,
1973-07-26,5895.3804006645805,-720.581568094979,309.94612466707736,-1683.1135564161998,
1973-07-27,5895.7796534821855,-175.62709462489147,798.8819884464303,-1162.4556058720739,
1973-07-28,5896.1789062997905,395.16531897460027,1316.5878726280616,-528.5455609995429,
1973-07-29,5896.578159117395,982.4202620956876,1878.0685265404084,-25.379549231618217,
1973-07-30,5896.977411935,1576.868372298457,2406.2793073840253,601.5667900501358,
1973-07-31,5897.376664752605,2169.546471992136,3104.059694387939,1301.238956966875,
1973-08-01,5897.77591757021,2751.9831463115097,3745.69270321522,1846.5162938039202,
1973-08-02,5898.175170387815,3316.365070033773,4270.88895683399,2429.4061398210983,
1973-08-03,5898.574423205419,3855.6800284187257,4739.881432558224,2922.8207585523796,
1973-08-04,5898.973676023024,4363.833325942375,5273.407042041328,3395.2995228232944,
1973-08-05,5899.372928840629,4835.73511484648,5802.276908605207,3874.199918735561,
1973-08-06,5899.772181658234,5267.357076465446,6208.113253052271,4312.084858766951,
1973-08-07,5900.17143447584,5655.757824855724,6604.909230233368,4711.031827433923,
1973-08-08,5900.570687293445,5999.07734580799,7001.051633051477,5021.494695711947,
1973-08-09,5900.969940111049,6296.501706236804,7257.558085504565,5322.969176876546,
1973-08-10,5901.369192928654,6548.200141357685,7525.92539779442,5665.066159235054,
1973-08-11,5901.768445746259,6755.2374237451995,7725.656654335204,5806.721954747233,
1973-08-12,5902.167698563864,6919.465115456335,7859.954913286467,5976.453131817659,
1973-08-13,5902.566951381469,7043.395881223066,7948.34781451172,6074.511787344682,
1973-08-14,5902.966204199074,7130.065480302017,8053.854831646588,6175.223317902396,
1973-08-15,5903.365457016679,7182.887344241871,8100.7181500744655,6210.281375346619,
1973-08-16,5903.764709834284,7205.504779573726,8241.09740049207,6293.771775578716,
1973-08-17,5904.163962651889,7201.64580510127,8134.141819240715,6307.10842693351,
1973-08-18,5904.563215469494,7174.985444938362,8140.91558521188,6206.583466594882,
1973-08-19,5904.962468287099,7129.019957482241,8074.243851035741,6175.869108922698,
1973-08-20,5905.361721104704,7066.956998629445,7949.842581165495,6188.388315820315,
1973-08-21,5905.760973922309,6991.625110602223,7919.559793424577,6042.45163964095,
1973-08-22,5906.160226739914,6905.405215495405,7886.509343328332,5946.20457676324,
1973-08-23,5906.559479557519,6810.185998090604,7784.617865230725,5894.376377568868,
1973-08-24,5906.958732375123,6707.344211182744,7688.543326990384,5706.110410854229,
1973-08-25,5907.357985192728,6597.75005597661,7595.390794231647,5685.764371343569,
1973-08-26,5907.757238010333,6481.796908301677,7495.598607211164,5533.617387341263,
1973-08-27,5908.156490827938,6359.453806809806,7239.958668884013,5423.324606153928,
1973-08-28,5908.555743645543,6230.338319459545,7188.01401803532,5255.082284681854,
1973-08-29,5908.954996463148,6093.806685298465,7031.939440360593,5139.938261551426,
1973-08-30,5909.354249280753,5949.057513181282,6909.110443375331,5033.924127831771,
1973-08-31,5909.753502098359,5795.2448277488675,6774.447635805164,4779.5715816093625,
1973-09-01,5910.152754915963,5631.595902032914,6539.341045374302,4653.598697274779,
